time_sec,node_id,temperature,alert
82.662,1,-6,0
82.995,5,34,0
83.179,3,67,1
84.51599999999999,2,-18,0
84.628,4,11,0
84.662,1,-28,0
84.995,5,1,0
85.18,3,100,1
86.51599999999999,2,86,1
86.628,4,14,0
86.662,1,-44,0
86.995,5,39,0
87.179,3,50,0
88.51599999999999,2,-2,0
88.629,4,-41,0
88.662,1,40,0
88.995,5,2,0
89.179,3,21,0
90.51599999999999,2,-22,0
90.628,4,-6,0
90.662,1,35,0
90.995,5,2,0
91.18,3,-14,0
92.51599999999999,2,14,0
92.628,4,47,0
92.662,1,18,0
92.995,5,88,1
93.18,3,-10,0
94.51599999999999,2,35,0
94.628,4,13,0
94.662,1,-7,0
94.995,5,30,0
95.179,3,52,0
96.51599999999999,2,-15,0
96.628,4,2,0
96.662,1,82,1
96.995,5,51,0
97.179,3,99,1
98.51599999999999,2,-14,0
98.62899999999999,4,100,1
98.662,1,74,1
98.995,5,75,1
99.18,3,-41,0
100.51599999999999,2,-8,0
100.628,4,32,0
100.662,1,17,0
100.995,5,-33,0
101.179,3,12,0
102.51599999999999,2,49,0
102.628,4,71,1
102.662,1,76,1
102.995,5,64,1
103.179,3,-3,0
104.51599999999999,2,47,0
104.628,4,-3,0
104.662,1,72,1
104.995,5,53,0
105.179,3,22,0
106.51599999999999,2,46,0
106.628,4,82,1
106.662,1,85,1
106.995,5,27,0
107.179,3,-9,0
108.51599999999999,2,44,0
108.62899999999999,4,-24,0
108.662,1,60,0
108.995,5,-20,0
109.179,3,12,0
110.51599999999999,2,-20,0
110.628,4,74,1
110.662,1,49,0
110.995,5,86,1
111.179,3,17,0
112.51599999999999,2,36,0
112.628,4,43,0
112.662,1,81,1
112.995,5,-22,0
113.179,3,7,0
114.51599999999999,2,59,0
114.628,4,42,0
114.662,1,90,1
114.995,5,76,1
115.179,3,73,1
116.51599999999999,2,87,1
116.628,4,67,1
116.662,1,77,1
116.995,5,-8,0
117.179,3,57,0
118.51599999999999,2,78,1
118.62899999999999,4,-14,0
118.662,1,-22,0
118.995,5,86,1
119.179,3,77,1
120.516,2,47,0
120.628,4,41,0
120.662,1,50,0
120.995,5,38,0
121.179,3,44,0
122.516,2,19,0
122.628,4,20,0
122.662,1,-6,0
122.995,5,0,0
123.179,3,80,1
124.516,2,-15,0
124.628,4,48,0
124.662,1,69,1
124.995,5,94,1
125.18,3,-34,0
126.516,2,69,1
126.628,4,1,0
126.662,1,65,1
126.995,5,5,0
127.179,3,33,0
128.516,2,-19,0
128.628,4,66,1
128.662,1,34,0
128.995,5,78,1
129.179,3,-7,0
130.516,2,81,1
130.628,4,30,0
130.662,1,-27,0
130.995,5,17,0
131.179,3,88,1
132.516,2,-29,0
132.628,4,51,0
132.662,1,42,0
132.995,5,81,1
133.179,3,21,0
134.516,2,97,1
134.628,4,2,0
134.662,1,19,0
134.995,5,40,0
135.18,3,-11,0
136.516,2,63,1
136.628,4,75,1
136.662,1,39,0
136.995,5,18,0
137.18,3,-14,0
138.516,2,5,0
138.628,4,95,1
138.662,1,98,1
138.995,5,67,1
139.18,3,-43,0
140.516,2,59,0
140.628,4,25,0
140.662,1,56,0
140.995,5,89,1
141.18,3,-23,0
142.516,2,95,1
142.629,4,-44,0
142.662,1,57,0
142.995,5,95,1
143.18,3,-17,0
144.516,2,80,1
144.628,4,62,1
144.662,1,71,1
144.995,5,-10,0
145.18,3,-12,0
146.516,2,16,0
146.628,4,87,1
146.662,1,-42,0
146.995,5,80,1
147.179,3,9,0
148.516,2,41,0
148.629,4,-16,0
148.662,1,67,1
148.995,5,-42,0
149.179,3,35,0
150.516,2,-4,0
150.628,4,22,0
150.662,1,-17,0
150.995,5,31,0
151.18,3,-11,0
152.516,2,75,1
152.628,4,29,0
152.662,1,35,0
152.995,5,-16,0
153.18,3,-31,0
154.516,2,-23,0
154.628,4,0,0
154.662,1,61,1
154.995,5,82,1
155.18,3,100,1
156.516,2,60,0
156.628,4,40,0
156.662,1,70,1
156.995,5,10,0
157.18,3,-15,0
158.516,2,54,0
158.628,4,89,1
158.662,1,34,0
158.995,5,-17,0
159.179,3,49,0
160.516,2,-24,0
160.628,4,96,1
160.662,1,42,0
160.995,5,10,0
161.179,3,81,1
162.516,2,1,0
162.628,4,2,0
162.662,1,41,0
162.995,5,63,1
163.179,3,42,0
164.516,2,70,1
164.628,4,-4,0
164.662,1,22,0
164.995,5,40,0
165.179,3,33,0
166.516,2,-14,0
166.628,4,78,1
166.662,1,5,0
166.995,5,-22,0
167.179,3,97,1
168.516,2,58,0
168.628,4,54,0
168.662,1,82,1
168.995,5,50,0
169.179,3,-7,0
170.516,2,36,0
170.628,4,42,0
170.662,1,13,0
170.995,5,9,0
171.18,3,100,1
172.516,2,-12,0
172.628,4,-4,0
172.662,1,87,1
172.995,5,43,0
173.179,3,75,1
174.516,2,71,1
174.628,4,68,1
174.662,1,12,0
174.995,5,22,0
175.179,3,29,0
176.516,2,42,0
176.629,4,-18,0
176.662,1,-9,0
176.995,5,98,1
177.179,3,12,0
178.516,2,20,0
178.629,4,-19,0
178.662,1,60,0
178.995,5,67,1
179.179,3,21,0
180.516,2,99,1
180.628,4,83,1
180.662,1,77,1
180.995,5,40,0
181.179,3,81,1
182.516,2,-14,0
182.628,4,73,1
182.662,1,36,0
182.995,5,3,0
183.179,3,62,1
184.516,2,77,1
184.628,4,4,0
184.662,1,-10,0
184.995,5,30,0
185.179,3,63,1
186.516,2,32,0
186.629,4,-21,0
186.662,1,30,0
186.995,5,5,0
187.179,3,58,0
188.516,2,49,0
188.628,4,39,0
188.662,1,-19,0
188.995,5,22,0
189.179,3,52,0
190.516,2,86,1
190.628,4,75,1
190.662,1,-14,0
190.995,5,9,0
191.179,3,20,0
192.516,2,35,0
192.628,4,12,0
192.662,1,85,1
192.995,5,43,0
193.179,3,1,0
194.516,2,49,0
194.628,4,94,1
194.662,1,51,0
194.995,5,-9,0
195.179,3,31,0
196.516,2,2,0
196.628,4,13,0
196.662,1,100,1
196.995,5,59,0
197.179,3,48,0
198.516,2,77,1
198.628,4,7,0
198.662,1,39,0
198.995,5,45,0
199.179,3,30,0
200.516,2,92,1
200.628,4,85,1
200.662,1,-30,0
200.995,5,-24,0
201.18,3,-37,0
202.516,2,74,1
202.628,4,33,0
202.662,1,52,0
202.995,5,55,0
203.179,3,76,1
204.516,2,100,1
204.629,4,100,1
204.662,1,28,0
204.995,5,32,0
205.179,3,30,0
206.516,2,18,0
206.628,4,74,1
206.662,1,71,1
206.995,5,-44,0
207.18,3,-19,0
208.516,2,68,1
208.629,4,100,1
208.662,1,32,0
208.995,5,31,0
209.179,3,84,1
210.516,2,76,1
210.628,4,85,1
210.662,1,19,0
210.995,5,-44,0
211.179,3,28,0
212.516,2,71,1
212.628,4,18,0
212.662,1,57,0
212.995,5,97,1
213.18,3,-16,0
214.516,2,-17,0
214.628,4,42,0
214.662,1,-34,0
214.995,5,100,1
215.179,3,45,0
216.516,2,58,0
216.628,4,10,0
216.662,1,1,0
216.995,5,67,1
217.179,3,14,0
218.516,2,53,0
218.629,4,-23,0
218.662,1,83,1
218.995,5,12,0
219.179,3,88,1
220.516,2,100,1
220.628,4,45,0
220.662,1,33,0
220.995,5,49,0
221.179,3,41,0
222.516,2,4,0
222.628,4,60,0
222.662,1,-14,0
222.995,5,58,0
223.179,3,22,0
224.516,2,44,0
224.628,4,20,0
224.662,1,100,1
224.995,5,46,0
225.179,3,14,0
226.516,2,-13,0
226.628,4,19,0
226.662,1,-21,0
226.995,5,27,0
227.179,3,56,0
228.516,2,59,0
228.629,4,100,1
228.662,1,27,0
228.995,5,8,0
229.18,3,-15,0
230.516,2,9,0
230.628,4,16,0
230.662,1,11,0
230.995,5,14,0
231.179,3,63,1
232.516,2,40,0
232.628,4,22,0
232.662,1,23,0
232.995,5,23,0
233.179,3,21,0
234.516,2,18,0
234.628,4,43,0
234.662,1,-7,0
234.995,5,43,0
235.179,3,18,0
236.516,2,-36,0
236.628,4,53,0
236.662,1,-40,0
236.995,5,57,0
237.18,3,-12,0
238.516,2,93,1
238.628,4,38,0
238.662,1,-13,0
238.995,5,39,0
239.179,3,78,1
240.516,2,28,0
240.629,4,-22,0
240.662,1,43,0
240.995,5,64,1
241.179,3,-7,0
242.516,2,-7,0
242.629,4,-23,0
242.662,1,1,0
242.995,5,14,0
243.18,3,-35,0
244.516,2,22,0
244.628,4,70,1
244.662,1,73,1
244.995,5,84,1
245.179,3,56,0
246.516,2,36,0
246.628,4,10,0
246.662,1,-16,0
246.995,5,62,1
247.179,3,23,0
248.516,2,100,1
248.628,4,3,0
248.662,1,7,0
248.995,5,79,1
249.179,3,33,0
250.516,2,-40,0
250.629,4,100,1
250.662,1,-7,0
250.995,5,87,1
251.179,3,32,0
252.516,2,24,0
252.629,4,-43,0
252.662,1,-5,0
252.995,5,31,0
253.179,3,33,0
254.516,2,99,1
254.629,4,-41,0
254.662,1,94,1
254.995,5,-16,0
255.179,3,39,0
256.516,2,100,1
256.628,4,55,0
256.662,1,67,1
256.995,5,4,0
257.18,3,-15,0
258.516,2,78,1
258.628,4,89,1
258.662,1,40,0
258.995,5,-39,0
259.179,3,51,0
260.516,2,9,0
260.629,4,-33,0
260.662,1,28,0
260.995,5,13,0
261.179,3,71,1
262.516,2,69,1
262.628,4,69,1
262.662,1,51,0
262.995,5,26,0
263.18,3,-14,0
264.516,2,32,0
264.628,4,51,0
264.662,1,-18,0
264.995,5,20,0
265.179,3,1,0
266.516,2,54,0
266.629,4,-13,0
266.662,1,2,0
266.995,5,59,0
267.179,3,61,1
268.516,2,76,1
268.628,4,33,0
268.662,1,-28,0
268.995,5,32,0
269.179,3,75,1
270.516,2,-7,0
270.628,4,-3,0
270.662,1,-9,0
270.995,5,-1,0
271.179,3,-5,0
272.516,2,-13,0
272.628,4,49,0
272.662,1,29,0
272.995,5,-13,0
273.179,3,91,1
274.516,2,27,0
274.628,4,79,1
274.662,1,96,1
274.995,5,14,0
275.179,3,43,0
276.516,2,77,1
276.629,4,-37,0
276.662,1,59,0
276.995,5,82,1
277.179,3,10,0
278.516,2,31,0
278.629,4,-23,0
278.662,1,46,0
278.995,5,88,1
279.179,3,77,1
280.516,2,82,1
280.628,4,68,1
280.662,1,-12,0
280.995,5,-24,0
281.179,3,55,0
282.516,2,-41,0
282.628,4,76,1
282.662,1,36,0
282.995,5,-1,0
283.179,3,48,0
284.516,2,-10,0
284.628,4,26,0
284.662,1,-8,0
284.995,5,64,1
285.179,3,93,1
286.516,2,35,0
286.628,4,7,0
286.662,1,39,0
286.995,5,100,1
287.179,3,31,0
288.516,2,27,0
288.628,4,41,0
288.662,1,91,1
288.995,5,78,1
289.18,3,-41,0
290.516,2,95,1
290.628,4,12,0
290.662,1,84,1
290.995,5,-17,0
291.179,3,86,1
292.516,2,19,0
292.628,4,54,0
292.662,1,24,0
292.995,5,49,0
293.179,3,79,1
294.516,2,-1,0
294.628,4,96,1
294.662,1,-7,0
294.995,5,21,0
295.179,3,90,1
296.516,2,43,0
296.628,4,71,1
296.662,1,-24,0
296.995,5,32,0
297.18,3,-16,0
298.516,2,16,0
298.628,4,15,0
298.662,1,-6,0
298.995,5,53,0
299.18,3,-27,0
300.516,2,82,1
300.628,4,0,0
300.662,1,80,1
300.995,5,87,1
301.18,3,-22,0
302.516,2,30,0
302.628,4,20,0
302.662,1,-22,0
302.995,5,7,0
303.179,3,98,1
304.516,2,91,1
304.628,4,91,1
304.662,1,71,1
304.995,5,71,1
305.179,3,91,1
306.516,2,27,0
306.628,4,14,0
306.662,1,-37,0
306.995,5,78,1
307.179,3,71,1
308.516,2,-19,0
308.628,4,33,0
308.662,1,85,1
308.995,5,-26,0
309.179,3,7,0
310.516,2,78,1
310.628,4,69,1
310.662,1,-11,0
310.995,5,32,0
311.179,3,41,0
312.516,2,60,0
312.628,4,-6,0
312.662,1,0,0
312.995,5,99,1
313.179,3,19,0
314.516,2,50,0
314.629,4,-14,0
314.662,1,62,1
314.995,5,-1,0
315.179,3,-2,0
316.516,2,-5,0
316.629,4,-24,0
316.662,1,-20,0
316.995,5,72,1
317.179,3,91,1
318.516,2,-22,0
318.628,4,70,1
318.662,1,68,1
318.995,5,81,1
319.179,3,34,0
320.516,2,98,1
320.628,4,74,1
320.662,1,45,0
320.995,5,42,0
321.179,3,86,1
322.516,2,38,0
322.628,4,60,0
322.662,1,5,0
322.995,5,73,1
323.179,3,47,0
324.516,2,93,1
324.628,4,87,1
324.662,1,96,1
324.995,5,-1,0
325.179,3,70,1
326.516,2,-24,0
326.629,4,100,1
326.662,1,59,0
326.995,5,19,0
327.18,3,100,1
328.516,2,73,1
328.628,4,53,0
328.662,1,-10,0
328.995,5,35,0
329.18,3,-10,0
330.516,2,5,0
330.628,4,83,1
330.662,1,74,1
330.995,5,14,0
331.179,3,62,1
332.516,2,-19,0
332.628,4,84,1
332.662,1,78,1
332.995,5,-13,0
333.179,3,10,0
334.516,2,9,0
334.628,4,22,0
334.662,1,98,1
334.995,5,18,0
335.179,3,66,1
336.516,2,-37,0
336.628,4,-6,0
336.662,1,83,1
336.995,5,40,0
337.179,3,74,1
338.516,2,79,1
338.628,4,69,1
338.662,1,64,1
338.995,5,64,1
339.179,3,74,1
340.516,2,14,0
340.628,4,70,1
340.662,1,37,0
340.995,5,-38,0
341.18,3,-33,0
342.516,2,91,1
342.629,4,-31,0
342.662,1,-24,0
342.995,5,84,1
343.179,3,40,0
344.516,2,100,1
344.628,4,57,0
344.662,1,7,0
344.995,5,47,0
345.179,3,47,0
346.516,2,-38,0
346.628,4,41,0
346.662,1,46,0
346.995,5,2,0
347.179,3,44,0
348.516,2,60,0
348.629,4,-22,0
348.662,1,73,1
348.995,5,55,0
349.179,3,11,0
350.516,2,-7,0
350.628,4,6,0
350.662,1,84,1
350.995,5,-20,0
351.179,3,32,0
352.516,2,22,0
352.628,4,78,1
352.662,1,-6,0
352.995,5,41,0
353.18,3,-35,0
354.516,2,-12,0
354.628,4,1,0
354.662,1,95,1
354.995,5,20,0
355.179,3,7,0
356.516,2,100,1
356.628,4,42,0
356.662,1,17,0
356.995,5,45,0
357.179,3,84,1
358.516,2,-15,0
358.628,4,22,0
358.662,1,72,1
358.995,5,65,1
359.18,3,-17,0
360.516,2,17,0
360.629,4,-14,0
360.662,1,-10,0
360.995,5,33,0
361.18,3,-41,0
362.516,2,46,0
362.629,4,-21,0
362.662,1,27,0
362.995,5,-42,0
363.18,3,-20,0
364.516,2,5,0
364.628,4,49,0
364.662,1,46,0
364.995,5,8,0
365.179,3,45,0
366.516,2,60,0
366.628,4,63,1
366.662,1,91,1
366.995,5,32,0
367.179,3,94,1
368.516,2,65,1
368.628,4,34,0
368.662,1,70,1
368.995,5,-36,0
369.18,3,100,1
370.516,2,-28,0
370.628,4,22,0
370.662,1,-23,0
370.995,5,53,0
371.18,3,-13,0
372.516,2,42,0
372.628,4,73,1
372.662,1,89,1
372.995,5,46,0
373.18,3,100,1
374.516,2,-10,0
374.628,4,99,1
374.662,1,51,0
374.995,5,38,0
375.179,3,14,0
376.516,2,-7,0
376.628,4,26,0
376.662,1,29,0
376.995,5,75,1
377.18,3,-23,0
378.516,2,51,0
378.628,4,79,1
378.662,1,100,1
378.995,5,93,1
379.179,3,65,1
380.516,2,43,0
380.628,4,52,0
380.662,1,-14,0
380.995,5,-12,0
381.179,3,60,0
382.516,2,-21,0
382.628,4,47,0
382.662,1,100,1
382.995,5,28,0
383.179,3,41,0
384.516,2,71,1
384.628,4,69,1
384.662,1,19,0
384.995,5,15,0
385.179,3,17,0
386.516,2,10,0
386.628,4,2,0
386.662,1,67,1
386.995,5,-30,0
387.179,3,59,0
388.516,2,7,0
388.629,4,-32,0
388.662,1,75,1
388.995,5,66,1
389.179,3,40,0
390.516,2,5,0
390.628,4,46,0
390.662,1,43,0
390.995,5,8,0
391.179,3,48,0
392.516,2,5,0
392.628,4,31,0
392.662,1,75,1
392.995,5,26,0
393.179,3,81,1
394.516,2,58,0
394.628,4,45,0
394.662,1,52,0
394.995,5,91,1
395.18,3,100,1
396.516,2,28,0
396.628,4,41,0
396.662,1,-31,0
396.995,5,60,0
397.179,3,67,1
398.516,2,100,1
398.628,4,18,0
398.662,1,71,1
398.995,5,49,0
399.18,3,-33,0
400.516,2,40,0
400.628,4,16,0
400.662,1,-33,0
400.995,5,69,1
401.179,3,8,0
402.516,2,-23,0
402.629,4,-10,0
402.662,1,-17,0
402.995,5,29,0
403.179,3,16,0
404.516,2,93,1
404.629,4,-18,0
404.662,1,51,0
404.995,5,40,0
405.18,3,-15,0
406.516,2,1,0
406.628,4,-3,0
406.662,1,3,0
406.995,5,-5,0
407.179,3,-1,0
408.516,2,69,1
408.628,4,22,0
408.662,1,42,0
408.995,5,-32,0
409.179,3,-5,0
410.516,2,-19,0
410.629,4,-14,0
410.662,1,11,0
410.995,5,100,1
411.179,3,-4,0
412.516,2,5,0
412.628,4,32,0
412.662,1,60,0
412.995,5,17,0
413.179,3,71,1
414.516,2,77,1
414.629,4,-19,0
414.662,1,60,0
414.995,5,79,1
415.179,3,29,0
416.516,2,13,0
416.628,4,26,0
416.662,1,39,0
416.995,5,0,0
417.18,3,-13,0
418.516,2,3,0
418.628,4,67,1
418.662,1,82,1
418.995,5,69,1
419.18,3,-20,0
420.516,2,13,0
420.628,4,6,0
420.662,1,67,1
420.995,5,17,0
421.179,3,60,0
422.516,2,-13,0
422.628,4,29,0
422.662,1,100,1
422.995,5,-1,0
423.179,3,83,1
424.516,2,48,0
424.628,4,43,0
424.662,1,0,0
424.995,5,10,0
425.179,3,15,0
426.516,2,36,0
426.628,4,4,0
426.662,1,-25,0
426.995,5,61,1
427.179,3,93,1
428.516,2,30,0
428.628,4,4,0
428.662,1,73,1
428.995,5,-39,0
429.179,3,92,1
430.516,2,5,0
430.628,4,17,0
430.662,1,-11,0
430.995,5,-12,0
431.179,3,21,0
432.516,2,75,1
432.629,4,-11,0
432.662,1,-20,0
432.995,5,64,1
433.179,3,40,0
434.516,2,79,1
434.628,4,67,1
434.662,1,32,0
434.995,5,89,1
435.179,3,20,0
436.516,2,-7,0
436.628,4,44,0
436.662,1,8,0
436.995,5,94,1
437.179,3,59,0
438.516,2,44,0
438.628,4,40,0
438.662,1,3,0
438.995,5,0,0
439.18,3,-41,0
440.516,2,43,0
440.628,4,29,0
440.662,1,50,0
440.995,5,2,0
441.18,3,100,1
442.516,2,-37,0
442.628,4,38,0
442.662,1,-12,0
442.995,5,78,1
443.18,3,-22,0
444.516,2,67,1
444.629,4,-22,0
444.662,1,24,0
444.995,5,1,0
445.179,3,65,1
446.516,2,16,0
446.628,4,20,0
446.662,1,4,0
446.995,5,52,0
447.179,3,28,0
448.516,2,60,0
448.628,4,35,0
448.662,1,50,0
448.995,5,-20,0
449.179,3,5,0
450.516,2,-22,0
450.628,4,66,1
450.662,1,-21,0
450.995,5,29,0
451.179,3,87,1
452.516,2,38,0
452.628,4,-5,0
452.662,1,70,1
452.995,5,-41,0
453.179,3,67,1
454.516,2,66,1
454.628,4,51,0
454.662,1,-22,0
454.995,5,-27,0
455.179,3,28,0
456.516,2,-11,0
456.628,4,86,1
456.662,1,46,0
456.995,5,9,0
457.18,3,-23,0
458.516,2,82,1
458.628,4,88,1
458.662,1,6,0
458.995,5,79,1
459.179,3,12,0
460.516,2,71,1
460.628,4,84,1
460.662,1,22,0
460.995,5,68,1
461.179,3,55,0
462.516,2,-40,0
462.629,4,-30,0
462.662,1,20,0
462.995,5,-25,0
463.18,3,-35,0
464.516,2,44,0
464.628,4,79,1
464.662,1,33,0
464.995,5,9,0
465.179,3,84,1
466.516,2,82,1
466.628,4,53,0
466.662,1,44,0
466.995,5,51,0
467.18,3,100,1
468.516,2,100,1
468.628,4,16,0
468.662,1,-24,0
468.995,5,13,0
469.18,3,100,1
470.516,2,53,0
470.628,4,62,1
470.662,1,6,0
470.995,5,-17,0
471.18,3,100,1
472.516,2,16,0
472.628,4,68,1
472.662,1,-32,0
472.995,5,-14,0
473.179,3,40,0
474.516,2,57,0
474.628,4,89,1
474.662,1,33,0
474.995,5,12,0
475.18,3,-20,0
476.516,2,-18,0
476.629,4,-44,0
476.662,1,88,1
476.995,5,100,1
477.179,3,62,1
478.516,2,27,0
478.628,4,98,1
478.662,1,77,1
478.995,5,8,0
479.179,3,22,0
480.516,2,61,1
480.628,4,51,0
480.662,1,76,1
480.995,5,100,1
481.179,3,66,1
482.516,2,70,1
482.628,4,44,0
482.662,1,0,0
482.995,5,-32,0
483.18,3,-26,0
484.516,2,-23,0
484.628,4,47,0
484.662,1,68,1
484.995,5,1,0
485.179,3,77,1
486.516,2,26,0
486.629,4,-13,0
486.662,1,27,0
486.995,5,-10,0
487.179,3,49,0
488.516,2,55,0
488.628,4,35,0
488.662,1,87,1
488.995,5,3,0
489.179,3,63,1
490.516,2,38,0
490.628,4,21,0
490.662,1,85,1
490.995,5,-6,0
491.179,3,72,1
492.516,2,26,0
492.628,4,0,0
492.662,1,11,0
492.995,5,40,0
493.179,3,86,1
494.516,2,72,1
494.628,4,88,1
494.662,1,29,0
494.995,5,5,0
495.179,3,90,1
496.516,2,-4,0
496.629,4,-15,0
496.662,1,97,1
496.995,5,30,0
497.179,3,41,0
498.516,2,-9,0
498.628,4,63,1
498.662,1,18,0
498.995,5,56,0
499.179,3,25,0
500.516,2,82,1
500.628,4,76,1
500.662,1,4,0
500.995,5,73,1
501.179,3,79,1
502.516,2,49,0
502.629,4,-23,0
502.662,1,77,1
502.995,5,14,0
503.179,3,86,1
504.516,2,69,1
504.628,4,8,0
504.662,1,67,1
504.995,5,91,1
505.179,3,6,0
506.516,2,57,0
506.628,4,-7,0
506.662,1,81,1
506.995,5,34,0
507.179,3,98,1
508.516,2,62,1
508.629,4,-19,0
508.662,1,-3,0
508.995,5,26,0
509.18,3,-19,0
510.516,2,45,0
510.628,4,90,1
510.662,1,47,0
510.995,5,-13,0
511.179,3,27,0
512.516,2,0,0
512.628,4,58,0
512.662,1,52,0
512.995,5,6,0
513.179,3,9,0
514.516,2,-13,0
514.628,4,61,1
514.662,1,-32,0
514.995,5,80,1
515.179,3,6,0
516.516,2,-20,0
516.629,4,-11,0
516.662,1,-4,0
516.995,5,79,1
517.179,3,90,1
518.516,2,-3,0
518.629,4,-13,0
518.662,1,75,1
518.995,5,35,0
519.179,3,65,1
520.516,2,14,0
520.628,4,72,1
520.662,1,38,0
520.995,5,93,1
521.179,3,15,0
522.516,2,82,1
522.629,4,-23,0
522.662,1,21,0
522.995,5,100,1
523.179,3,62,1
524.516,2,-20,0
524.628,4,13,0
524.662,1,-14,0
524.995,5,7,0
525.179,3,19,0
526.516,2,-20,0
526.629,4,100,1
526.662,1,86,1
526.995,5,-2,0
527.18,3,-41,0
528.516,2,28,0
528.629,4,-17,0
528.662,1,71,1
528.995,5,46,0
529.179,3,46,0
530.516,2,53,0
530.628,4,47,0
530.662,1,36,0
530.995,5,44,0
531.179,3,50,0
532.516,2,-21,0
532.628,4,62,1
532.662,1,43,0
532.995,5,63,1
533.18,3,-40,0
534.516,2,36,0
534.628,4,17,0
534.662,1,86,1
534.995,5,48,0
535.179,3,67,1
536.516,2,40,0
536.628,4,0,0
536.662,1,-5,0
536.995,5,-40,0
537.179,3,20,0
538.516,2,-17,0
538.629,4,-23,0
538.662,1,-14,0
538.995,5,39,0
539.18,3,-20,0
540.516,2,56,0
540.629,4,-23,0
540.662,1,-18,0
540.995,5,31,0
541.179,3,49,0
542.516,2,18,0
542.629,4,-20,0
542.662,1,0,0
542.995,5,54,0
